source_annotations,annotation_id,image_id,image_filename,full_image_path,letter,label_raw,bbox,area,base_types,TM
train_annotations,1262955,547,TM316244_P.Tarich.4a.jpg,dataset/TM316244_P.Tarich.4a.jpg,Epsilon,Ε,"[1665, 6274, 82, 110]",9020,bt2,316244
train_annotations,1323875,538,TM18592_BGU.4.1146.jpg,dataset/TM18592_BGU.4.1146.jpg,Tau,Τ,"[634, 779, 67, 79]",5293,bt2,18592
train_annotations,1277441,510,TM3686_P.Tebt.1.50.jpg,dataset/TM3686_P.Tebt.1.50.jpg,Nu,Ν,"[1600, 1931, 48, 46]",2208,bt2,3686
train_annotations,1380455,558,TM3289_P.Enteux.12.jpg,dataset/TM3289_P.Enteux.12.jpg,Iota,Ι,"[4064, 638, 22, 48]",1056,bt2,3289
train_annotations,1364286,529,TM7883_P.Sijp.45.jpg,dataset/TM7883_P.Sijp.45.jpg,Omega,Ω,"[4127, 397, 106, 89]",9434,bt2,7883
train_annotations,1317772,430,TM1803_P.Col.4.90_upper.jpg,dataset/TM1803_P.Col.4.90_upper.jpg,Delta,Δ,"[2521, 865, 44, 38]",1672,bt2,1803
train_annotations,1253794,536,TM18560_BGU.4.1118.jpg,dataset/TM18560_BGU.4.1118.jpg,Rho,Ρ,"[842, 893, 47, 67]",3149,bt2,18560
train_annotations,1283208,546,TM316242_P.Tarich.2.jpg,dataset/TM316242_P.Tarich.2.jpg,Chi,Χ,"[1969, 754, 114, 143]",16302,bt2,316242
test_annotations,1392156,489,TM1579_P.Lond.7.2017.jpg,dataset/TM1579_P.Lond.7.2017.jpg,Theta,Θ,"[195, 683, 10, 15]",150,bt2,1579
train_annotations,1329434,472,TM257_P.Dryton.19_R.jpg,dataset/TM257_P.Dryton.19_R.jpg,Phi,Φ,"[249, 495, 20, 33]",660,bt2,257
train_annotations,1416993,538,TM18592_BGU.4.1146.jpg,dataset/TM18592_BGU.4.1146.jpg,Phi,Φ,"[2362, 2706, 69, 161]",11109,bt2,18592
train_annotations,1253906,538,TM18592_BGU.4.1146.jpg,dataset/TM18592_BGU.4.1146.jpg,Omega,Ω,"[858, 379, 105, 88]",9240,bt2,18592
test_annotations,1354967,436,TM1536_P.Lond.7.1973_R.jpg,dataset/TM1536_P.Lond.7.1973_R.jpg,Lambda,Λ,"[768, 267, 17, 17]",289,bt2,1536
train_annotations,1276975,419,TM5132_SB.28.16855.jpg,dataset/TM5132_SB.28.16855.jpg,Gamma,Γ,"[1925, 4425, 80, 95]",7600,bt2,5132
train_annotations,183644,715,TM665_P.Cair.Zen.1.59003.jpg,dataset/TM665_P.Cair.Zen.1.59003.jpg,Upsilon,Υ,"[229, 2413, 63, 52]",3276,bt2,665
train_annotations,1416899,538,TM18592_BGU.4.1146.jpg,dataset/TM18592_BGU.4.1146.jpg,Nu,Ν,"[2290, 2458, 65, 119]",7735,bt2,18592
train_annotations,1301114,434,TM1526_P.Lond.7.1963.jpg,dataset/TM1526_P.Lond.7.1963.jpg,Alpha,Α,"[358, 783, 25, 26]",650,bt2,1526
train_annotations,1291100,449,TM5579_PSI.10.1098.jpg,dataset/TM5579_PSI.10.1098.jpg,Tau,Τ,"[352, 929, 32, 43]",1376,bt2,5579
train_annotations,1275904,508,TM3681_P.Tebt.1.45.jpg,dataset/TM3681_P.Tebt.1.45.jpg,Nu,Ν,"[1648, 2453, 34, 55]",1870,bt2,3681
train_annotations,1281769,524,TM5836_P.Eleph.1.jpg,dataset/TM5836_P.Eleph.1.jpg,Tau,Τ,"[2624, 625, 49, 120]",5880,bt2,5836
train_annotations,1287790,468,TM243_BGU.3.998.jpg,dataset/TM243_BGU.3.998.jpg,Sigma,Σ,"[4016, 1683, 55, 73]",4015,bt2,243
train_annotations,1394193,504,TM3444_UPZ.1.53.jpg,dataset/TM3444_UPZ.1.53.jpg,Beta,Β,"[392, 1168, 17, 31]",527,bt2,3444
train_annotations,1312816,547,TM316244_P.Tarich.4a.jpg,dataset/TM316244_P.Tarich.4a.jpg,Chi,Χ,"[1293, 7317, 97, 85]",8245,bt2,316244
train_annotations,1252505,523,TM5699_SB.5.7609.jpg,dataset/TM5699_SB.5.7609.jpg,Phi,Φ,"[546, 1627, 135, 273]",36855,bt2,5699
train_annotations,1409768,473,TM262_P.Grenf.1.38.jpg,dataset/TM262_P.Grenf.1.38.jpg,Epsilon,Ε,"[496, 854, 18, 25]",450,bt2,262
train_annotations,1291390,456,TM78025_P.Bingen.45.jpg,dataset/TM78025_P.Bingen.45.jpg,Epsilon,Ε,"[1131, 2851, 61, 115]",7015,bt2,78025
train_annotations,1417075,538,TM18592_BGU.4.1146.jpg,dataset/TM18592_BGU.4.1146.jpg,Kappa,Κ,"[2367, 2995, 79, 87]",6873,bt2,18592
train_annotations,1363153,449,TM5579_PSI.10.1098.jpg,dataset/TM5579_PSI.10.1098.jpg,Nu,Ν,"[1897, 1942, 60, 56]",3360,bt2,5579
train_annotations,1302998,492,TM2133_PSI.5.510.jpg,dataset/TM2133_PSI.5.510.jpg,Zeta,Ζ,"[619, 220, 55, 76]",4180,bt2,2133
train_annotations,1361307,502,TM3432_UPZ.1.41.jpg,dataset/TM3432_UPZ.1.41.jpg,Epsilon,Ε,"[785, 557, 18, 17]",306,bt2,3432
train_annotations,1318200,526,TM5838_P.Eleph.3.jpg,dataset/TM5838_P.Eleph.3.jpg,Kappa,Κ,"[3483, 726, 55, 111]",6105,bt2,5838
train_annotations,1358819,456,TM78025_P.Bingen.45.jpg,dataset/TM78025_P.Bingen.45.jpg,Delta,Δ,"[2318, 993, 88, 103]",9064,bt2,78025
train_annotations,1305046,553,TM3097_P.Dion.14_R.jpg,dataset/TM3097_P.Dion.14_R.jpg,Epsilon,Ε,"[1411, 1338, 41, 51]",2091,bt2,3097
train_annotations,1295088,466,TM144_BGU.3.992.jpg,dataset/TM144_BGU.3.992.jpg,Tau,Τ,"[10454, 1423, 102, 88]",8976,bt2,144
test_annotations,1292610,442,TM56_BGU.3.994.jpg,dataset/TM56_BGU.3.994.jpg,Rho,Ρ,"[1221, 671, 92, 164]",15088,bt2,56
train_annotations,1359156,471,TM254_P.Dryton.16_R.jpg,dataset/TM254_P.Dryton.16_R.jpg,Epsilon,Ε,"[524, 776, 24, 22]",528,bt2,254
train_annotations,1360728,497,TM2821_P.Hib.1.92.jpg,dataset/TM2821_P.Hib.1.92.jpg,Alpha,Α,"[727, 660, 26, 22]",572,bt2,2821
train_annotations,1275607,508,TM3681_P.Tebt.1.45.jpg,dataset/TM3681_P.Tebt.1.45.jpg,Upsilon,Υ,"[1377, 1212, 39, 44]",1716,bt2,3681
train_annotations,1304703,552,TM3094_P.Dion.11.jpg,dataset/TM3094_P.Dion.11.jpg,Epsilon,Ε,"[1419, 2481, 30, 44]",1320,bt2,3094
train_annotations,1382908,446,TM3740_P.Tebt.1.104.jpg,dataset/TM3740_P.Tebt.1.104.jpg,Alpha,Α,"[2559, 2259, 39, 49]",1911,bt2,3740
train_annotations,1251335,517,TM4927_BGU.8.1848.jpg,dataset/TM4927_BGU.8.1848.jpg,Kappa,Κ,"[652, 1332, 79, 120]",9480,bt2,4927
train_annotations,1147569,452,TM9228_BGU.2.543.jpg,dataset/TM9228_BGU.2.543.jpg,Kappa,Κ,"[737, 2324, 59, 103]",6077,bt2,9228
train_annotations,1291165,449,TM5579_PSI.10.1098.jpg,dataset/TM5579_PSI.10.1098.jpg,Beta,Β,"[1150, 944, 43, 51]",2193,bt2,5579
train_annotations,1321520,496,TM2818_P.Hib.1.85.jpg,dataset/TM2818_P.Hib.1.85.jpg,Iota,Ι,"[598, 1333, 12, 24]",288,bt2,2818
train_annotations,1322175,505,TM3563_P.Tor.Choach.12.01.jpg,dataset/TM3563_P.Tor.Choach.12.01.jpg,Tau,Τ,"[1448, 2916, 66, 83]",5478,bt2,3563
train_annotations,1384225,720,TM257_P.Dryton.19_V.jpg,dataset/TM257_P.Dryton.19_V.jpg,Chi,Χ,"[566, 906, 27, 29]",783,bt2,257
train_annotations,1297437,554,TM3098_P.Dion.15_R.jpg,dataset/TM3098_P.Dion.15_R.jpg,Phi,Φ,"[2154, 1254, 48, 95]",4560,bt2,3098
train_annotations,1387491,454,TM58204_P.Dime.3.2_GreekOnly.jpg,dataset/TM58204_P.Dime.3.2_GreekOnly.jpg,Pi,Π,"[5156, 450, 79, 86]",6794,bt2,58204
train_annotations,1307611,457,TM4844_BGU.20.2847.jpg,dataset/TM4844_BGU.20.2847.jpg,Epsilon,Ε,"[1903, 2458, 90, 128]",11520,bt2,4844
train_annotations,1301309,434,TM1526_P.Lond.7.1963.jpg,dataset/TM1526_P.Lond.7.1963.jpg,Upsilon,Υ,"[531, 1678, 30, 39]",1170,bt2,1526
train_annotations,1394137,504,TM3444_UPZ.1.53.jpg,dataset/TM3444_UPZ.1.53.jpg,Gamma,Γ,"[547, 1118, 24, 26]",624,bt2,3444
train_annotations,1321181,425,TM18552_BGU.4.1111.jpg,dataset/TM18552_BGU.4.1111.jpg,Phi,Φ,"[1238, 1732, 89, 187]",16643,bt2,18552
test_annotations,1276484,509,TM3682_P.Tebt.1.46.jpg,dataset/TM3682_P.Tebt.1.46.jpg,Theta,Θ,"[1598, 2466, 34, 44]",1496,bt2,3682
train_annotations,1360960,502,TM3432_UPZ.1.41.jpg,dataset/TM3432_UPZ.1.41.jpg,Alpha,Α,"[279, 350, 17, 16]",272,bt2,3432
train_annotations,1260676,503,TM3433_UPZ.1.42.jpg,dataset/TM3433_UPZ.1.42.jpg,Eta,Η,"[145, 213, 21, 24]",504,bt2,3433
train_annotations,1284751,440,TM242_BGU.3.997.jpg,dataset/TM242_BGU.3.997.jpg,Omicron,Ο,"[5194, 2473, 66, 91]",6006,bt2,242
test_annotations,1149625,422,TM18497_BGU.4.1053.jpg,dataset/TM18497_BGU.4.1053.jpg,Mu,Μ,"[1558, 992, 52, 43]",2236,bt2,18497
test_annotations,1377366,485,TM1137_P.Cair.Zen.3.59499_V.jpg,dataset/TM1137_P.Cair.Zen.3.59499_V.jpg,Chi,Χ,"[1384, 462, 52, 71]",3692,bt2,1137
train_annotations,1343256,529,TM7883_P.Sijp.45.jpg,dataset/TM7883_P.Sijp.45.jpg,Iota,Ι,"[5306, 1381, 59, 124]",7316,bt2,7883
train_annotations,1383878,451,TM14532_SB.14.11933.jpg,dataset/TM14532_SB.14.11933.jpg,Rho,Ρ,"[722, 93, 24, 47]",1128,bt2,14532
train_annotations,1410421,555,TM3099_P.Dion.16_R.jpg,dataset/TM3099_P.Dion.16_R.jpg,Mu,Μ,"[2155, 1223, 34, 40]",1360,bt2,3099
test_annotations,1254732,442,TM56_BGU.3.994.jpg,dataset/TM56_BGU.3.994.jpg,Rho,Ρ,"[2573, 731, 60, 139]",8340,bt2,56
test_annotations,1355674,453,TM13542_P.Tebt.2.386_GreekOnly.jpg,dataset/TM13542_P.Tebt.2.386_GreekOnly.jpg,Alpha,Α,"[1364, 971, 47, 60]",2820,bt2,13542
train_annotations,1405750,525,TM5837_P.Eleph.2.jpg,dataset/TM5837_P.Eleph.2.jpg,Mu,Μ,"[2676, 5035, 103, 95]",9785,bt2,5837
train_annotations,1250315,506,TM3593_P.Tor.Choach.4.jpg,dataset/TM3593_P.Tor.Choach.4.jpg,Mu,Μ,"[3005, 1398, 82, 76]",6232,bt2,3593
train_annotations,1306530,554,TM3098_P.Dion.15_R.jpg,dataset/TM3098_P.Dion.15_R.jpg,Delta,Δ,"[545, 2192, 64, 45]",2880,bt2,3098
train_annotations,1252516,523,TM5699_SB.5.7609.jpg,dataset/TM5699_SB.5.7609.jpg,Omicron,Ο,"[1647, 1654, 75, 108]",8100,bt2,5699
train_annotations,1318797,531,TM8771_P.Mich.18.777.jpg,dataset/TM8771_P.Mich.18.777.jpg,Eta,Η,"[888, 436, 53, 37]",1961,bt2,8771
train_annotations,1149905,427,TM44623_P.Polit.Iud.7_R.jpg,dataset/TM44623_P.Polit.Iud.7_R.jpg,Phi,Φ,"[203, 285, 27, 69]",1863,bt2,44623
train_annotations,1405459,525,TM5837_P.Eleph.2.jpg,dataset/TM5837_P.Eleph.2.jpg,Nu,Ν,"[3907, 4539, 71, 114]",8094,bt2,5837
train_annotations,1314511,541,TM44722_P.Diosk.6.jpg,dataset/TM44722_P.Diosk.6.jpg,Nu,Ν,"[600, 1178, 48, 34]",1632,bt2,44722
train_annotations,1282386,539,TM41479_SB.24.16163_GreekOnly.jpg,dataset/TM41479_SB.24.16163_GreekOnly.jpg,Chi,Χ,"[7655, 347, 178, 192]",34176,bt2,41479
train_annotations,1405073,525,TM5837_P.Eleph.2.jpg,dataset/TM5837_P.Eleph.2.jpg,Epsilon,Ε,"[3896, 3984, 46, 61]",2806,bt2,5837
train_annotations,1355963,424,TM18503_BGU.4.1058.jpg,dataset/TM18503_BGU.4.1058.jpg,Theta,Θ,"[2941, 7454, 97, 124]",12028,bt2,18503
train_annotations,1146460,417,TM4911_BGU.8.1832.jpg,dataset/TM4911_BGU.8.1832.jpg,Epsilon,Ε,"[2291, 2095, 87, 104]",9048,bt2,4911
train_annotations,1324578,427,TM44623_P.Polit.Iud.7_R.jpg,dataset/TM44623_P.Polit.Iud.7_R.jpg,Alpha,Α,"[362, 1320, 21, 33]",693,bt2,44623
train_annotations,1373048,728,TM131_P.Batav.6_frag.B.jpg,dataset/TM131_P.Batav.6_frag.B.jpg,Sigma,Σ,"[8114, 592, 114, 116]",13224,bt2,131
train_annotations,1343165,643,TM7411_W.Chr.449.jpg,dataset/TM7411_W.Chr.449.jpg,Rho,Ρ,"[608, 263, 11, 21]",231,bt2,7411
train_annotations,1346521,685,TM1803_P.Col.4.90_lower.jpg,dataset/TM1803_P.Col.4.90_lower.jpg,Psi,Ψ,"[2561, 1575, 49, 88]",4312,bt2,1803
train_annotations,1157757,471,TM254_P.Dryton.16_R.jpg,dataset/TM254_P.Dryton.16_R.jpg,Mu,Μ,"[711, 422, 15, 20]",300,bt2,254
train_annotations,1304963,552,TM3094_P.Dion.11.jpg,dataset/TM3094_P.Dion.11.jpg,Lambda,Λ,"[1057, 2994, 45, 49]",2205,bt2,3094
test_annotations,1320438,422,TM18497_BGU.4.1053.jpg,dataset/TM18497_BGU.4.1053.jpg,Tau,Τ,"[1739, 1861, 40, 50]",2000,bt2,18497
train_annotations,1383133,446,TM3740_P.Tebt.1.104.jpg,dataset/TM3740_P.Tebt.1.104.jpg,Omega,Ω,"[965, 2680, 66, 50]",3300,bt2,3740
train_annotations,1391089,433,TM1516_P.Lond.7.1953_R.jpg,dataset/TM1516_P.Lond.7.1953_R.jpg,Mu,Μ,"[485, 1614, 42, 33]",1386,bt2,1516
train_annotations,1417111,538,TM18592_BGU.4.1146.jpg,dataset/TM18592_BGU.4.1146.jpg,Xi,Ξ,"[2226, 3136, 58, 94]",5452,bt2,18592
test_annotations,1392217,489,TM1579_P.Lond.7.2017.jpg,dataset/TM1579_P.Lond.7.2017.jpg,Kappa,Κ,"[855, 689, 13, 18]",234,bt2,1579
train_annotations,1410215,555,TM3099_P.Dion.16_R.jpg,dataset/TM3099_P.Dion.16_R.jpg,Mu,Μ,"[1499, 3251, 41, 39]",1599,bt2,3099
train_annotations,1381014,500,TM3409_UPZ.1.18.jpg,dataset/TM3409_UPZ.1.18.jpg,Beta,Β,"[375, 569, 24, 25]",600,bt2,3409
train_annotations,1388535,541,TM44722_P.Diosk.6.jpg,dataset/TM44722_P.Diosk.6.jpg,Epsilon,Ε,"[1349, 2146, 29, 49]",1421,bt2,44722
train_annotations,1341635,449,TM5579_PSI.10.1098.jpg,dataset/TM5579_PSI.10.1098.jpg,Nu,Ν,"[1800, 172, 63, 46]",2898,bt2,5579
train_annotations,1331655,553,TM3097_P.Dion.14_R.jpg,dataset/TM3097_P.Dion.14_R.jpg,Phi,Φ,"[1533, 3454, 41, 96]",3936,bt2,3097
train_annotations,1316271,530,TM8337_P.Mich.3.173.jpg,dataset/TM8337_P.Mich.3.173.jpg,Eta,Η,"[1640, 4335, 120, 94]",11280,bt2,8337
train_annotations,1387547,454,TM58204_P.Dime.3.2_GreekOnly.jpg,dataset/TM58204_P.Dime.3.2_GreekOnly.jpg,Pi,Π,"[10425, 513, 95, 91]",8645,bt2,58204
train_annotations,1353398,694,TM4820_BGU.8.1738.P.Bingen.53_frag.A.jpg,dataset/TM4820_BGU.8.1738.P.Bingen.53_frag.A.jpg,Omicron,Ο,"[3036, 5261, 82, 80]",6560,bt2,4820
train_annotations,1256258,490,TM1945_P.Mich.1.45.jpg,dataset/TM1945_P.Mich.1.45.jpg,Epsilon,Ε,"[1195, 3648, 78, 87]",6786,bt2,1945
train_annotations,1396756,524,TM5836_P.Eleph.1.jpg,dataset/TM5836_P.Eleph.1.jpg,Rho,Ρ,"[534, 2090, 30, 84]",2520,bt2,5836
train_annotations,1380467,558,TM3289_P.Enteux.12.jpg,dataset/TM3289_P.Enteux.12.jpg,Epsilon,Ε,"[904, 794, 40, 64]",2560,bt2,3289
train_annotations,1287855,468,TM243_BGU.3.998.jpg,dataset/TM243_BGU.3.998.jpg,Rho,Ρ,"[241, 2034, 69, 114]",7866,bt2,243
test_annotations,1301622,486,TM1539_P.Lond.7.1976.jpg,dataset/TM1539_P.Lond.7.1976.jpg,Omega,Ω,"[780, 494, 34, 26]",884,bt2,1539
train_annotations,1278173,510,TM3686_P.Tebt.1.50.jpg,dataset/TM3686_P.Tebt.1.50.jpg,Beta,Β,"[1145, 821, 40, 59]",2360,bt2,3686
test_annotations,1364457,532,TM8808_SB.24.16285.gif,dataset/TM8808_SB.24.16285.gif,Mu,Μ,"[456, 1011, 37, 33]",1221,bt2,8808
train_annotations,1397016,524,TM5836_P.Eleph.1.jpg,dataset/TM5836_P.Eleph.1.jpg,Alpha,Α,"[4511, 2439, 51, 88]",4488,bt2,5836
train_annotations,1289612,447,TM5697_SB.5.7532.jpg,dataset/TM5697_SB.5.7532.jpg,Omicron,Ο,"[1713, 1872, 63, 63]",3969,bt2,5697
train_annotations,1280294,478,TM818_P.Cair.Zen.2.59172.jpg,dataset/TM818_P.Cair.Zen.2.59172.jpg,Lambda,Λ,"[560, 2960, 76, 58]",4408,bt2,818
train_annotations,1324381,426,TM44617_P.Polit.Iud.1.jpg,dataset/TM44617_P.Polit.Iud.1.jpg,Alpha,Α,"[353, 1872, 38, 50]",1900,bt2,44617
train_annotations,1322833,525,TM5837_P.Eleph.2.jpg,dataset/TM5837_P.Eleph.2.jpg,Upsilon,Υ,"[1968, 1153, 63, 82]",5166,bt2,5837
train_annotations,1261892,550,TM977098_P.Koeln.Sarapion.1.jpg,dataset/TM977098_P.Koeln.Sarapion.1.jpg,Mu,Μ,"[2705, 4476, 126, 142]",17892,bt2,977098
test_annotations,1286439,469,TM250_P.Dryton.37.jpg,dataset/TM250_P.Dryton.37.jpg,Pi,Π,"[381, 1019, 15, 21]",315,bt2,250
train_annotations,1338124,555,TM3099_P.Dion.16_R.jpg,dataset/TM3099_P.Dion.16_R.jpg,Nu,Ν,"[1930, 4046, 43, 47]",2021,bt2,3099
test_annotations,1391608,489,TM1579_P.Lond.7.2017.jpg,dataset/TM1579_P.Lond.7.2017.jpg,Alpha,Α,"[190, 457, 17, 14]",238,bt2,1579
test_annotations,1144352,448,TM127_BGU.3.999.jpg,dataset/TM127_BGU.3.999.jpg,Phi,Φ,"[5573, 890, 76, 157]",11932,bt2,127
train_annotations,1303049,492,TM2133_PSI.5.510.jpg,dataset/TM2133_PSI.5.510.jpg,Phi,Φ,"[1050, 393, 33, 82]",2706,bt2,2133
test_annotations,1281408,556,TM3283_P.Enteux.6.jpg,dataset/TM3283_P.Enteux.6.jpg,Phi,Φ,"[2860, 860, 43, 146]",6278,bt2,3283
test_annotations,1377404,485,TM1137_P.Cair.Zen.3.59499_V.jpg,dataset/TM1137_P.Cair.Zen.3.59499_V.jpg,Tau,Τ,"[968, 787, 75, 76]",5700,bt2,1137
train_annotations,1393357,499,TM3403_UPZ.1.12.jpg,dataset/TM3403_UPZ.1.12.jpg,Delta,Δ,"[159, 1301, 17, 16]",272,bt2,3403
test_annotations,1283384,556,TM3283_P.Enteux.6.jpg,dataset/TM3283_P.Enteux.6.jpg,Theta,Θ,"[3643, 1054, 62, 64]",3968,bt2,3283
test_annotations,1389769,422,TM18497_BGU.4.1053.jpg,dataset/TM18497_BGU.4.1053.jpg,Nu,Ν,"[811, 2536, 54, 49]",2646,bt2,18497
train_annotations,1395410,424,TM18503_BGU.4.1058.jpg,dataset/TM18503_BGU.4.1058.jpg,Rho,Ρ,"[2012, 6817, 76, 128]",9728,bt2,18503
test_annotations,1281386,556,TM3283_P.Enteux.6.jpg,dataset/TM3283_P.Enteux.6.jpg,Theta,Θ,"[1872, 906, 44, 76]",3344,bt2,3283
train_annotations,1278155,510,TM3686_P.Tebt.1.50.jpg,dataset/TM3686_P.Tebt.1.50.jpg,Nu,Ν,"[2102, 3458, 43, 66]",2838,bt2,3686
train_annotations,1281076,551,TM3093_P.Dion.10.jpg,dataset/TM3093_P.Dion.10.jpg,Tau,Τ,"[2110, 977, 50, 57]",2850,bt2,3093
train_annotations,1287997,468,TM243_BGU.3.998.jpg,dataset/TM243_BGU.3.998.jpg,Gamma,Γ,"[1388, 2334, 61, 97]",5917,bt2,243
train_annotations,1330079,437,TM663_P.Cair.Zen.1.59001_frag.Cairo.jpg,dataset/TM663_P.Cair.Zen.1.59001_frag.Cairo.jpg,Theta,Θ,"[1802, 1971, 33, 45]",1485,bt2,663
train_annotations,1290023,470,TM253_P.Dryton.33_frag.Heid.jpg,dataset/TM253_P.Dryton.33_frag.Heid.jpg,Chi,Χ,"[800, 479, 36, 38]",1368,bt2,253
test_annotations,1293144,442,TM56_BGU.3.994.jpg,dataset/TM56_BGU.3.994.jpg,Omicron,Ο,"[9994, 2059, 72, 112]",8064,bt2,56
train_annotations,1364113,529,TM7883_P.Sijp.45.jpg,dataset/TM7883_P.Sijp.45.jpg,Tau,Τ,"[1934, 4124, 87, 99]",8613,bt2,7883
train_annotations,1358948,471,TM254_P.Dryton.16_R.jpg,dataset/TM254_P.Dryton.16_R.jpg,Pi,Π,"[631, 529, 22, 18]",396,bt2,254
train_annotations,1304702,552,TM3094_P.Dion.11.jpg,dataset/TM3094_P.Dion.11.jpg,Mu,Μ,"[1370, 2477, 50, 47]",2350,bt2,3094
train_annotations,1297810,558,TM3289_P.Enteux.12.jpg,dataset/TM3289_P.Enteux.12.jpg,Delta,Δ,"[1741, 655, 47, 39]",1833,bt2,3289
train_annotations,1255761,482,TM951_P.Cair.Zen.3.59307.jpg,dataset/TM951_P.Cair.Zen.3.59307.jpg,Theta,Θ,"[1040, 1151, 77, 72]",5544,bt2,951
train_annotations,1387650,454,TM58204_P.Dime.3.2_GreekOnly.jpg,dataset/TM58204_P.Dime.3.2_GreekOnly.jpg,Iota,Ι,"[7615, 1321, 59, 187]",11033,bt2,58204
train_annotations,1279183,441,TM128_BGU.3.1000.jpg,dataset/TM128_BGU.3.1000.jpg,Phi,Φ,"[7047, 1096, 92, 195]",17940,bt2,128
train_annotations,1277306,466,TM144_BGU.3.992.jpg,dataset/TM144_BGU.3.992.jpg,Eta,Η,"[6399, 344, 75, 66]",4950,bt2,144
train_annotations,1313387,511,TM3689_P.Tebt.1.53.jpg,dataset/TM3689_P.Tebt.1.53.jpg,Iota,Ι,"[1520, 2370, 34, 79]",2686,bt2,3689
train_annotations,1358096,439,TM44733_P.Diosk.18.jpg,dataset/TM44733_P.Diosk.18.jpg,Phi,Φ,"[718, 2515, 39, 89]",3471,bt2,44733
train_annotations,1261471,416,TM3676_P.Tebt.1.40.jpg,dataset/TM3676_P.Tebt.1.40.jpg,Omega,Ω,"[1558, 1575, 64, 37]",2368,bt2,3676
train_annotations,1361934,449,TM5579_PSI.10.1098.jpg,dataset/TM5579_PSI.10.1098.jpg,Rho,Ρ,"[2559, 1079, 27, 50]",1350,bt2,5579
train_annotations,1415963,534,TM17894_P.Wash.Univ.2.77_frag.Wash.jpg,dataset/TM17894_P.Wash.Univ.2.77_frag.Wash.jpg,Tau,Τ,"[166, 371, 22, 22]",484,bt2,17894
train_annotations,1373912,728,TM131_P.Batav.6_frag.B.jpg,dataset/TM131_P.Batav.6_frag.B.jpg,Lambda,Λ,"[2995, 1007, 79, 98]",7742,bt2,131
train_annotations,1379322,503,TM3433_UPZ.1.42.jpg,dataset/TM3433_UPZ.1.42.jpg,Iota,Ι,"[1227, 711, 12, 20]",240,bt2,3433
train_annotations,1404632,525,TM5837_P.Eleph.2.jpg,dataset/TM5837_P.Eleph.2.jpg,Kappa,Κ,"[4191, 3351, 58, 125]",7250,bt2,5837
train_annotations,1278366,510,TM3686_P.Tebt.1.50.jpg,dataset/TM3686_P.Tebt.1.50.jpg,Eta,Η,"[1071, 484, 54, 51]",2754,bt2,3686
train_annotations,1250474,508,TM3681_P.Tebt.1.45.jpg,dataset/TM3681_P.Tebt.1.45.jpg,Sigma,Σ,"[1265, 921, 30, 37]",1110,bt2,3681
test_annotations,1381909,501,TM3415_UPZ.1.24.jpg,dataset/TM3415_UPZ.1.24.jpg,Iota,Ι,"[841, 777, 8, 19]",152,bt2,3415
train_annotations,1308167,418,TM4912_BGU.8.1833.jpg,dataset/TM4912_BGU.8.1833.jpg,Theta,Θ,"[1945, 1916, 88, 127]",11176,bt2,4912
train_annotations,1302779,488,TM1575_P.Lond.7.2013_R.jpg,dataset/TM1575_P.Lond.7.2013_R.jpg,Omicron,Ο,"[308, 304, 20, 22]",440,bt2,1575
train_annotations,1289952,470,TM253_P.Dryton.33_frag.Heid.jpg,dataset/TM253_P.Dryton.33_frag.Heid.jpg,Pi,Π,"[821, 172, 46, 41]",1886,bt2,253
train_annotations,1360319,491,TM2089_PSI.4.406.jpg,dataset/TM2089_PSI.4.406.jpg,Omega,Ω,"[281, 552, 19, 17]",323,bt2,2089
train_annotations,1424986,559,TM130532_CPR.29.9_GreekOnly.jpg,dataset/TM130532_CPR.29.9_GreekOnly.jpg,Mu,Μ,"[2282, 70, 56, 40]",2240,bt2,130532
train_annotations,1289742,447,TM5697_SB.5.7532.jpg,dataset/TM5697_SB.5.7532.jpg,Alpha,Α,"[1628, 2419, 60, 100]",6000,bt2,5697
train_annotations,1370677,709,TM253_P.Dryton.33_frag.London.jpg,dataset/TM253_P.Dryton.33_frag.London.jpg,Iota,Ι,"[342, 666, 9, 21]",189,bt2,253
train_annotations,1261082,503,TM3433_UPZ.1.42.jpg,dataset/TM3433_UPZ.1.42.jpg,Eta,Η,"[243, 470, 23, 27]",621,bt2,3433
train_annotations,1356398,426,TM44617_P.Polit.Iud.1.jpg,dataset/TM44617_P.Polit.Iud.1.jpg,Epsilon,Ε,"[473, 2251, 31, 42]",1302,bt2,44617
train_annotations,1285372,443,TM131_P.Batav.6_frag.A.jpg,dataset/TM131_P.Batav.6_frag.A.jpg,Gamma,Γ,"[5414, 1514, 73, 94]",6862,bt2,131
train_annotations,1345423,691,TM1568_P.Lond.7.2006_V.jpg,dataset/TM1568_P.Lond.7.2006_V.jpg,Omega,Ω,"[380, 488, 24, 17]",408,bt2,1568
train_annotations,1282808,545,TM121853_P.Sorb.3.71.jpg,dataset/TM121853_P.Sorb.3.71.jpg,Iota,Ι,"[380, 1712, 28, 72]",2016,bt2,121853
train_annotations,1279508,441,TM128_BGU.3.1000.jpg,dataset/TM128_BGU.3.1000.jpg,Epsilon,Ε,"[6447, 1815, 89, 149]",13261,bt2,128
test_annotations,1254772,442,TM56_BGU.3.994.jpg,dataset/TM56_BGU.3.994.jpg,Phi,Φ,"[5715, 637, 59, 219]",12921,bt2,56
